epoch,train_loss,val_loss
1,44.27287803822309,62.236580449755174
2,32.72354982580987,45.45818920913596
3,21.173861304832467,49.10782482794353
4,12.442478400584546,44.746502581096834
5,8.749441507414224,45.481342226666
6,6.998164309386817,46.26992723946681
7,6.379655178513751,33.53802489116788
8,5.952037651496551,46.63738836099704
9,5.48293924200553,41.334633880549866
10,5.264380365781138,38.31566975418745
