frame_path,compare_path,motion_ratio,changed_pixels,mean_delta,largest_motion_component_ratio,motion_detected,regenerate_mask,reason,mask_path,mask_valid,mask_alpha_ratio,mask_fruit_color_ratio,mask_border_touch_ratio,mask_largest_component_ratio,mask_motion_overlap_ratio,mask_reason
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-13_15-26-29.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-12_15-11-29.jpg,0.000000,0,3.068,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-13_15-26-29_strawberry_6.png,True,0.406662,1.000000,0.000000,0.406662,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-14_15-41-29.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-13_15-26-29.jpg,0.000000,0,3.410,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-14_15-41-29_strawberry_1.png,True,0.414455,1.000000,0.000000,0.414455,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-14_15-41-29.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-13_15-26-29.jpg,0.000000,0,3.410,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-14_15-41-29_strawberry_2.png,True,0.356808,1.000000,0.000000,0.356808,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-14_15-41-29.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-13_15-26-29.jpg,0.000000,0,3.410,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-14_15-41-29_strawberry_3.png,True,0.351639,1.000000,0.000000,0.351639,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-14_15-41-29.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-13_15-26-29.jpg,0.000000,0,3.410,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-14_15-41-29_strawberry_4.png,True,0.375308,1.000000,0.000000,0.375308,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-14_15-41-29.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-13_15-26-29.jpg,0.000000,0,3.410,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-14_15-41-29_strawberry_5.png,True,0.355528,1.000000,0.000000,0.355528,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-14_15-41-29.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-13_15-26-29.jpg,0.000000,0,3.410,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-14_15-41-29_strawberry_6.png,True,0.393421,1.000000,0.000000,0.393421,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-15_15-56-29.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-14_15-41-29.jpg,0.000000,0,1.628,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-15_15-56-29_strawberry_1.png,True,0.409788,1.000000,0.000000,0.409788,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-15_15-56-29.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-14_15-41-29.jpg,0.000000,0,1.628,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-15_15-56-29_strawberry_2.png,True,0.358833,1.000000,0.000000,0.358833,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-15_15-56-29.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-14_15-41-29.jpg,0.000000,0,1.628,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-15_15-56-29_strawberry_3.png,True,0.358674,1.000000,0.000000,0.358674,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-15_15-56-29.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-14_15-41-29.jpg,0.000000,0,1.628,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-15_15-56-29_strawberry_4.png,True,0.373336,1.000000,0.000000,0.373336,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-15_15-56-29.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-14_15-41-29.jpg,0.000000,0,1.628,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-15_15-56-29_strawberry_5.png,True,0.335099,1.000000,0.000000,0.335099,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-15_15-56-29.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-14_15-41-29.jpg,0.000000,0,1.628,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-15_15-56-29_strawberry_6.png,True,0.390679,1.000000,0.000000,0.390679,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-16_16-11-29.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-15_15-56-29.jpg,0.000000,0,2.357,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-16_16-11-29_strawberry_1.png,True,0.410227,1.000000,0.000000,0.410227,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-16_16-11-29.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-15_15-56-29.jpg,0.000000,0,2.357,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-16_16-11-29_strawberry_2.png,True,0.361159,1.000000,0.000000,0.361159,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-16_16-11-29.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-15_15-56-29.jpg,0.000000,0,2.357,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-16_16-11-29_strawberry_3.png,True,0.354950,1.000000,0.000000,0.354950,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-16_16-11-29.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-15_15-56-29.jpg,0.000000,0,2.357,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-16_16-11-29_strawberry_4.png,True,0.383405,1.000000,0.000000,0.383405,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-16_16-11-29.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-15_15-56-29.jpg,0.000000,0,2.357,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-16_16-11-29_strawberry_5.png,True,0.343715,1.000000,0.000000,0.343715,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-16_16-11-29.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-15_15-56-29.jpg,0.000000,0,2.357,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-16_16-11-29_strawberry_6.png,True,0.397601,1.000000,0.000000,0.397601,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-17_16-26-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-16_16-11-29.jpg,0.000000,0,1.581,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-17_16-26-30_strawberry_1.png,True,0.412926,1.000000,0.000000,0.412926,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-17_16-26-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-16_16-11-29.jpg,0.000000,0,1.581,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-17_16-26-30_strawberry_2.png,True,0.356662,1.000000,0.000000,0.356662,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-17_16-26-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-16_16-11-29.jpg,0.000000,0,1.581,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-17_16-26-30_strawberry_3.png,True,0.363060,1.000000,0.000000,0.363060,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-17_16-26-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-16_16-11-29.jpg,0.000000,0,1.581,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-17_16-26-30_strawberry_4.png,True,0.377023,1.000000,0.000000,0.377023,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-17_16-26-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-16_16-11-29.jpg,0.000000,0,1.581,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-17_16-26-30_strawberry_5.png,True,0.347729,1.000000,0.000000,0.347729,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-17_16-26-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-16_16-11-29.jpg,0.000000,0,1.581,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-17_16-26-30_strawberry_6.png,True,0.402476,1.000000,0.000000,0.402476,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-18_16-41-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-17_16-26-30.jpg,0.000000,0,3.081,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-18_16-41-30_strawberry_1.png,True,0.413695,1.000000,0.000000,0.413695,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-18_16-41-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-17_16-26-30.jpg,0.000000,0,3.081,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-18_16-41-30_strawberry_2.png,True,0.357202,1.000000,0.000000,0.357202,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-18_16-41-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-17_16-26-30.jpg,0.000000,0,3.081,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-18_16-41-30_strawberry_3.png,True,0.347167,1.000000,0.000000,0.347167,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-18_16-41-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-17_16-26-30.jpg,0.000000,0,3.081,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-18_16-41-30_strawberry_4.png,True,0.370542,1.000000,0.000000,0.370542,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-18_16-41-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-17_16-26-30.jpg,0.000000,0,3.081,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-18_16-41-30_strawberry_5.png,True,0.346051,1.000000,0.000000,0.346051,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-18_16-41-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-17_16-26-30.jpg,0.000000,0,3.081,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-18_16-41-30_strawberry_6.png,True,0.396413,1.000000,0.000000,0.396413,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-19_16-56-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-18_16-41-30.jpg,0.000000,0,1.613,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-19_16-56-30_strawberry_1.png,True,0.407232,1.000000,0.000000,0.407232,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-19_16-56-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-18_16-41-30.jpg,0.000000,0,1.613,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-19_16-56-30_strawberry_2.png,True,0.357259,1.000000,0.000000,0.357259,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-19_16-56-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-18_16-41-30.jpg,0.000000,0,1.613,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-19_16-56-30_strawberry_3.png,True,0.348636,1.000000,0.000000,0.348636,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-19_16-56-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-18_16-41-30.jpg,0.000000,0,1.613,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-19_16-56-30_strawberry_4.png,True,0.366618,1.000000,0.000000,0.366618,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-19_16-56-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-18_16-41-30.jpg,0.000000,0,1.613,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-19_16-56-30_strawberry_5.png,True,0.344910,1.000000,0.000000,0.344910,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-19_16-56-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-18_16-41-30.jpg,0.000000,0,1.613,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-19_16-56-30_strawberry_6.png,True,0.408277,1.000000,0.000000,0.408277,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-20_17-11-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-19_16-56-30.jpg,0.000000,0,2.751,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-20_17-11-30_strawberry_1.png,True,0.413847,1.000000,0.000000,0.413847,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-20_17-11-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-19_16-56-30.jpg,0.000000,0,2.751,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-20_17-11-30_strawberry_2.png,True,0.354015,1.000000,0.000000,0.354015,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-20_17-11-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-19_16-56-30.jpg,0.000000,0,2.751,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-20_17-11-30_strawberry_3.png,True,0.344733,1.000000,0.000000,0.344733,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-20_17-11-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-19_16-56-30.jpg,0.000000,0,2.751,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-20_17-11-30_strawberry_4.png,True,0.367308,1.000000,0.000000,0.367308,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-20_17-11-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-19_16-56-30.jpg,0.000000,0,2.751,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-20_17-11-30_strawberry_5.png,True,0.332470,1.000000,0.000000,0.332470,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-20_17-11-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-19_16-56-30.jpg,0.000000,0,2.751,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-20_17-11-30_strawberry_6.png,True,0.409434,1.000000,0.000000,0.409434,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-21_17-26-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-20_17-11-30.jpg,0.000000,0,2.764,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-21_17-26-30_strawberry_1.png,True,0.411036,1.000000,0.000000,0.411036,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-21_17-26-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-20_17-11-30.jpg,0.000000,0,2.764,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-21_17-26-30_strawberry_2.png,True,0.353532,1.000000,0.000000,0.353532,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-21_17-26-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-20_17-11-30.jpg,0.000000,0,2.764,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-21_17-26-30_strawberry_3.png,True,0.354702,1.000000,0.000000,0.354702,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-21_17-26-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-20_17-11-30.jpg,0.000000,0,2.764,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-21_17-26-30_strawberry_4.png,True,0.365513,1.000000,0.000000,0.365513,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-21_17-26-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-20_17-11-30.jpg,0.000000,0,2.764,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-21_17-26-30_strawberry_5.png,True,0.337686,1.000000,0.000000,0.337686,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-21_17-26-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-20_17-11-30.jpg,0.000000,0,2.764,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-21_17-26-30_strawberry_6.png,True,0.398159,1.000000,0.000000,0.398159,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-22_17-41-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-21_17-26-30.jpg,0.000000,0,1.818,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-22_17-41-30_strawberry_1.png,True,0.415463,1.000000,0.000000,0.415463,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-22_17-41-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-21_17-26-30.jpg,0.000000,0,1.818,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-22_17-41-30_strawberry_2.png,True,0.351573,1.000000,0.000000,0.351573,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-22_17-41-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-21_17-26-30.jpg,0.000000,0,1.818,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-22_17-41-30_strawberry_3.png,True,0.367465,1.000000,0.000000,0.367465,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-22_17-41-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-21_17-26-30.jpg,0.000000,0,1.818,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-22_17-41-30_strawberry_4.png,True,0.369413,1.000000,0.000000,0.369413,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-22_17-41-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-21_17-26-30.jpg,0.000000,0,1.818,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-22_17-41-30_strawberry_5.png,True,0.328881,1.000000,0.000000,0.328881,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-22_17-41-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-21_17-26-30.jpg,0.000000,0,1.818,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-22_17-41-30_strawberry_6.png,True,0.403459,1.000000,0.000000,0.403459,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-23_17-56-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-22_17-41-30.jpg,0.000000,0,3.211,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-23_17-56-30_strawberry_1.png,True,0.415145,1.000000,0.000000,0.415145,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-23_17-56-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-22_17-41-30.jpg,0.000000,0,3.211,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-23_17-56-30_strawberry_2.png,True,0.357285,1.000000,0.000000,0.357285,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-23_17-56-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-22_17-41-30.jpg,0.000000,0,3.211,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-23_17-56-30_strawberry_3.png,True,0.353676,1.000000,0.000000,0.353676,,ok
C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-23_17-56-30.jpg,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\raw_data\18-03-2026\cropped\frame-22_17-41-30.jpg,0.000000,0,3.211,0.000000,False,False,stable,C:\fluttersrc\Strawberry-RUL-prediction\sample_data\processed\segmented_18-03-2026\frame-23_17-56-30_strawberry_4.png,True,0.362179,1.000000,0.000000,0.362179,,ok
