epoch,train_loss,val_loss,epoch_time_s
1,3.0,3.2,120
2,2.7777777777777777,2.977777777777778,120
3,2.5555555555555554,2.7555555555555555,120
4,2.3333333333333335,2.5333333333333337,120
5,2.111111111111111,2.3111111111111113,120
6,1.8888888888888888,2.088888888888889,120
7,1.6666666666666667,1.866666666666667,120
8,1.4444444444444446,1.6444444444444448,120
9,1.2222222222222223,1.4222222222222225,120
10,1.0,1.2,120
